planta,ind,radio,reproductiva,flores,categoria
planta 8,1,19.22,no,0,2
planta 8,7,20.18,no,0,3
planta 8,11,41.97,no,0,5
planta 9,89,3.47,no,0,1
planta 9,306,3.9,no,0,1
planta 9,334,4.5,si,1,1
planta 9,299,4.74,no,0,1
planta 9,358,5,no,0,1
planta 9,309,5.23,no,0,1
planta 9,315,5.3,no,0,1
planta 9,320,5.3,no,0,1
planta 9,71,6.15,no,0,1
planta 9,58,6.46,no,0,1
planta 9,314,6.6,no,0,1
planta 9,353,6.7,no,0,1
planta 9,356,6.7,no,0,1
planta 9,285,7,no,0,1
planta 9,247,7.24,no,0,1
planta 9,289,7.3,no,0,1
planta 9,321,7.45,no,0,1
planta 9,248,7.5,no,0,1
planta 9,269,7.6,no,0,1
planta 9,300,7.78,no,0,1
planta 9,82,8.1,no,0,1
planta 9,85,8.12,no,0,1
planta 9,326,8.14,no,0,1
planta 9,59,8.5,no,0,1
planta 9,325,8.79,no,0,1
planta 9,344,9.1,no,0,1
planta 9,116,9.37,no,0,1
planta 9,322,9.4,no,0,1
planta 9,70,9.5,no,0,1
planta 9,284,9.6,no,0,1
planta 9,270,9.7,no,0,1
planta 9,359,9.74,no,0,1
planta 9,107,9.75,no,0,1
planta 9,264,9.79,no,0,1
planta 9,307,9.8,no,0,1
planta 9,68,9.86,no,0,1
planta 9,283,9.99,no,0,1
planta 9,95,10.14,no,0,2
planta 9,275,10.28,no,0,2
planta 9,277,10.28,no,0,2
planta 9,84,10.4,no,0,2
planta 9,319,10.4,no,0,2
planta 9,333,10.68,no,0,2
planta 9,25,10.71,no,0,2
planta 9,324,10.99,no,0,2
planta 9,298,11,no,0,2
planta 9,308,11,no,0,2
planta 9,342,11,no,0,2
planta 9,303,11.04,no,0,2
planta 9,26,11.12,no,0,2
planta 9,337,11.14,no,0,2
planta 9,357,11.19,no,0,2
planta 9,295,11.24,no,0,2
planta 9,318,11.5,no,0,2
planta 9,323,11.76,no,0,2
planta 9,66,11.96,no,0,2
planta 9,250,11.98,no,0,2
planta 9,305,12.1,no,0,2
planta 9,286,12.3,no,0,2
planta 9,287,12.4,no,0,2
planta 9,294,12.42,no,0,2
planta 9,74,12.6,no,0,2
planta 9,111,12.61,no,0,2
planta 9,78,13.3,no,0,2
planta 9,352,13.3,no,0,2
planta 9,282,13.5,no,0,2
planta 9,313,13.6,no,0,2
planta 9,302,13.7,no,0,2
planta 9,244,13.8,no,0,2
planta 9,163,13.85,no,0,2
planta 9,261,14.1,no,0,2
planta 9,332,14.1,no,0,2
planta 9,297,14.27,no,0,2
planta 9,312,14.51,no,0,2
planta 9,106,14.6,no,0,2
planta 9,316,14.6,no,0,2
planta 9,69,14.66,no,0,2
planta 9,67,14.8,no,0,2
planta 9,310,15.2,no,0,2
planta 9,51,15.27,no,0,2
planta 9,239,15.4,no,0,2
planta 9,246,15.4,no,0,2
planta 9,81,15.49,no,0,2
planta 9,245,15.56,no,0,2
planta 9,268,15.57,no,0,2
planta 9,242,15.93,no,0,2
planta 9,118,16,no,0,2
planta 9,79,16.01,no,0,2
planta 9,327,16.3,no,0,2
planta 9,88,16.6,no,0,2
planta 9,281,16.7,no,0,2
planta 9,360,16.97,no,0,2
planta 9,83,17.1,no,0,2
planta 9,22,17.3,no,0,2
planta 9,351,17.31,no,0,2
planta 9,267,17.4,no,0,2
planta 9,86,17.5,no,0,2
planta 9,361,17.7,no,0,2
planta 9,288,17.8,no,0,2
planta 9,311,18,no,0,2
planta 9,304,18.2,no,0,2
planta 9,263,18.5,no,0,2
planta 9,301,18.6,no,0,2
planta 9,265,19.2,no,0,2
planta 9,331,19.2,no,0,2
planta 9,170,19.44,no,0,2
planta 9,188,19.7,no,0,2
planta 9,180,19.8,no,0,2
planta 9,80,19.9,no,0,2
planta 9,257,19.92,no,0,2
planta 9,76,20,no,0,2
planta 9,355,20.1,no,0,3
planta 9,11,20.13,si,8,3
planta 9,203,20.4,no,0,3
planta 9,125,20.52,no,0,3
planta 9,181,20.7,no,0,3
planta 9,182,20.8,no,0,3
planta 9,296,20.8,no,0,3
planta 9,47,21.29,no,0,3
planta 9,46,21.3,no,0,3
planta 9,115,21.3,no,0,3
planta 9,219,21.3,no,0,3
planta 9,317,21.3,no,0,3
planta 9,119,22.05,no,0,3
planta 9,33,22.1,no,0,3
planta 9,44,22.23,no,0,3
planta 9,87,22.3,no,0,3
planta 9,290,22.5,no,0,3
planta 9,278,22.6,no,0,3
planta 9,274,22.7,no,0,3
planta 9,241,22.9,no,0,3
planta 9,53,23.41,no,0,3
planta 9,61,23.5,no,0,3
planta 9,354,23.5,no,0,3
planta 9,15,23.6,no,0,3
planta 9,31,23.67,no,0,3
planta 9,122,24.2,no,0,3
planta 9,145,24.2,no,0,3
planta 9,350,24.74,no,0,3
planta 9,32,24.8,no,0,3
planta 9,276,25.1,no,0,3
planta 9,243,25.23,no,0,3
planta 9,238,25.34,no,0,3
planta 9,114,25.35,no,0,3
planta 9,240,25.4,no,0,3
planta 9,291,25.4,no,0,3
planta 9,258,25.63,no,0,3
planta 9,271,25.77,no,0,3
planta 9,237,26.29,no,0,3
planta 9,64,26.33,no,0,3
planta 9,341,26.4,no,0,3
planta 9,330,26.55,no,0,3
planta 9,144,26.7,no,0,3
planta 9,207,26.8,no,0,3
planta 9,249,27.1,no,0,3
planta 9,162,27.4,no,0,3
planta 9,251,27.4,no,0,3
planta 9,142,27.5,no,0,3
planta 9,168,27.6,no,0,3
planta 9,235,27.65,no,0,3
planta 9,60,27.79,no,0,3
planta 9,56,28.33,no,0,3
planta 9,169,29.2,no,0,3
planta 9,339,29.2,no,0,3
planta 9,329,29.9,no,0,3
planta 9,100,30,no,0,3
planta 9,120,30,no,0,3
planta 9,293,30.2,no,0,4
planta 9,273,30.4,no,0,4
planta 9,99,30.51,no,0,4
planta 9,65,30.6,no,0,4
planta 9,40,30.7,no,0,4
planta 9,105,30.7,no,0,4
planta 9,252,30.8,si,1,4
planta 9,3,30.9,no,0,4
planta 9,104,31,no,0,4
planta 9,42,31.2,no,0,4
planta 9,260,31.2,no,0,4
planta 9,220,31.23,no,0,4
planta 9,196,31.43,no,0,4
planta 9,54,31.49,no,0,4
planta 9,206,31.7,no,0,4
planta 9,328,31.72,no,0,4
planta 9,167,32.3,no,0,4
planta 9,193,32.4,no,0,4
planta 9,194,32.51,no,0,4
planta 9,4,33.1,no,0,4
planta 9,292,33.25,no,0,4
planta 9,164,33.3,si,5,4
planta 9,57,33.5,no,0,4
planta 9,213,33.65,no,0,4
planta 9,62,33.67,no,0,4
planta 9,108,33.8,no,0,4
planta 9,225,33.83,no,0,4
planta 9,189,33.89,no,0,4
planta 9,35,33.93,no,0,4
planta 9,195,34.09,no,0,4
planta 9,75,34.23,no,0,4
planta 9,77,34.23,no,0,4
planta 9,335,34.4,no,0,4
planta 9,7,34.7,no,0,4
planta 9,266,34.7,no,0,4
planta 9,63,34.9,no,0,4
planta 9,48,35.02,no,0,4
planta 9,259,35.2,no,0,4
planta 9,39,35.27,no,0,4
planta 9,280,35.51,no,0,4
planta 9,223,35.7,no,0,4
planta 9,38,36.3,no,0,4
planta 9,256,36.3,no,0,4
planta 9,128,36.4,no,0,4
planta 9,340,36.4,no,0,4
planta 9,191,36.57,no,0,4
planta 9,98,36.6,no,0,4
planta 9,20,37,no,0,4
planta 9,166,37.3,no,0,4
planta 9,6,37.6,si,1,4
planta 9,151,38.1,no,0,4
planta 9,192,38.2,no,0,4
planta 9,9,38.3,no,0,4
planta 9,204,38.36,no,0,4
planta 9,73,38.99,no,0,4
planta 9,272,39.39,si,1,4
planta 9,159,39.52,no,0,4
planta 9,215,39.8,no,0,4
planta 9,34,40.23,si,2,5
planta 9,338,40.24,no,0,5
planta 9,123,40.25,no,0,5
planta 9,202,40.31,no,0,5
planta 9,12,40.6,no,0,5
planta 9,97,40.6,si,2,5
planta 9,161,41.1,no,0,5
planta 9,346,41.44,no,0,5
planta 9,132,42.15,si,11,5
planta 9,146,42.2,si,2,5
planta 9,102,42.29,si,2,5
planta 9,253,43.1,si,2,5
planta 9,234,43.29,no,0,5
planta 9,5,43.37,si,4,5
planta 9,121,44.15,si,2,5
planta 9,134,44.5,no,0,5
planta 9,348,46.2,no,0,5
planta 9,101,46.64,si,1,5
planta 9,236,47,si,3,5
planta 9,187,47.79,no,0,5
planta 9,262,47.89,no,0,5
planta 9,185,48.06,no,0,5
planta 9,343,48.44,no,0,5
planta 9,21,48.55,si,5,5
planta 9,19,48.83,no,0,5
planta 9,214,49,no,0,5
planta 9,29,49.3,no,0,5
planta 9,155,49.67,si,9,5
planta 9,127,49.82,no,0,5
planta 9,158,49.9,no,0,5
planta 9,279,50.1,si,2,6
planta 9,347,50.8,si,3,6
planta 9,175,51.43,no,0,6
planta 9,255,51.75,si,4,6
planta 9,186,52.2,si,1,6
planta 9,183,52.43,si,4,6
planta 9,345,52.5,si,2,6
planta 9,117,52.8,no,0,6
planta 9,199,54,si,1,6
planta 9,113,54.8,no,0,6
planta 9,349,54.8,si,1,6
planta 9,93,54.96,no,0,6
planta 9,254,55.4,si,1,6
planta 9,224,55.5,si,1,6
planta 9,200,56.23,no,0,6
planta 9,160,56.33,no,0,6
planta 9,157,56.45,si,2,6
planta 9,232,56.54,si,10,6
planta 9,1,56.56,si,2,6
planta 9,27,56.6,no,0,6
planta 9,233,56.6,si,1,6
planta 9,16,56.7,no,0,6
planta 9,173,56.91,no,0,6
planta 9,190,57.5,si,4,6
planta 9,17,57.54,no,0,6
planta 9,124,57.7,si,2,6
planta 9,23,58.31,no,0,6
planta 9,52,59,si,2,6
planta 9,43,59.23,si,2,6
planta 9,211,60.1,si,4,7
planta 9,226,60.3,no,0,7
planta 9,218,60.5,si,4,7
planta 9,208,60.62,no,0,7
planta 9,126,60.8,si,3,7
planta 9,28,61.4,no,0,7
planta 9,149,61.6,si,2,7
planta 9,135,62.1,si,3,7
planta 9,8,62.47,si,3,7
planta 9,14,63,si,4,7
planta 9,210,63.1,si,3,7
planta 9,209,63.32,no,0,7
planta 9,152,63.84,si,4,7
planta 9,96,64,si,2,7
planta 9,103,64.2,si,3,7
planta 9,184,64.5,si,2,7
planta 9,55,65.1,si,3,7
planta 9,41,66.1,no,0,7
planta 9,72,66.4,si,2,7
planta 9,221,66.4,si,3,7
planta 9,131,66.9,si,1,7
planta 9,110,67,si,3,7
planta 9,228,67.1,si,3,7
planta 9,230,67.5,si,3,7
planta 9,205,67.58,si,4,7
planta 9,136,67.98,si,3,7
planta 9,24,68.7,no,0,7
planta 9,143,68.79,no,0,7
planta 9,227,69.5,no,0,7
planta 9,130,69.7,si,2,7
planta 9,30,69.8,no,2,7
planta 9,94,71,si,3,8
planta 9,179,71.66,si,5,8
planta 9,177,72.4,si,2,8
planta 9,147,72.7,si,4,8
planta 9,13,73.03,si,4,8
planta 9,229,73.6,si,2,8
planta 9,2,73.7,si,3,8
planta 9,36,74.5,si,3,8
planta 9,50,74.56,si,1,8
planta 9,10,74.8,si,8,8
planta 9,141,75.3,si,2,8
planta 9,153,75.4,si,1,8
planta 9,172,75.6,si,5,8
planta 9,154,76.57,si,4,8
planta 9,171,77.5,si,2,8
planta 9,178,77.8,si,5,8
planta 9,148,77.9,si,3,8
planta 9,133,78.2,si,3,8
planta 9,201,78.23,si,3,8
planta 9,37,78.64,si,1,8
planta 9,140,80.05,si,6,9
planta 9,217,80.36,no,0,9
planta 9,197,80.85,si,7,9
planta 9,137,81,si,1,9
planta 9,216,81.3,si,5,9
planta 9,138,81.96,no,0,9
planta 9,139,83.5,si,2,9
planta 9,222,83.5,si,3,9
planta 9,198,83.7,si,5,9
planta 9,231,84.2,si,3,9
planta 9,18,85.3,no,0,9
planta 9,129,85.4,si,3,9
planta 9,336,85.85,si,6,9
planta 9,150,87.38,si,3,9
planta 9,112,87.7,si,4,9
planta 9,165,87.7,no,0,9
planta 9,49,89.9,si,8,9
planta 9,156,92,si,5,10
planta 9,92,93.2,si,2,10
planta 9,176,93.6,si,4,10
planta 9,90,94.3,si,5,10
planta 9,212,97.7,si,4,10
planta 9,45,97.9,si,5,10
planta 9,109,98.54,si,6,10
planta 9,91,101.22,no,0,10
planta 9,174,113.04,si,4,10
